Hour,Mall_Load_kWh,EV_Demand_kWh,Total_Demand_kWh
6560,1838.72,188.70,2027.42
6561,1838.72,211.35,2050.07
6562,1838.72,211.35,2050.07
6563,1576.05,188.70,1764.75
6564,1576.05,150.96,1727.01
6565,1576.05,135.87,1711.91
6566,1576.05,150.96,1727.01
6567,1576.05,166.06,1742.11
6568,1838.72,188.70,2027.42
6569,2101.40,211.35,2312.74
6570,2101.40,188.70,2290.10
6571,1838.72,150.96,1989.68
6572,1576.05,113.22,1689.27
6573,1313.37,75.48,1388.85
6574,1050.70,60.39,1111.08
6575,788.02,45.29,833.31
6576,788.02,37.74,825.76
6577,788.02,30.19,818.22
6578,788.02,22.64,810.67
6579,788.02,22.64,810.67
6580,788.02,22.64,810.67
6581,1050.70,37.74,1088.44
6582,1313.37,75.48,1388.85
6583,1576.05,135.87,1711.91
6584,1838.72,188.70,2027.42
6585,1838.72,211.35,2050.07
6586,1838.72,211.35,2050.07
6587,1576.05,188.70,1764.75
6588,1576.05,150.96,1727.01
6589,1576.05,135.87,1711.91
6590,1576.05,150.96,1727.01
6591,1576.05,166.06,1742.11
6592,1838.72,188.70,2027.42
6593,2101.40,211.35,2312.74
6594,2101.40,188.70,2290.10
6595,1838.72,150.96,1989.68
6596,1576.05,113.22,1689.27
6597,1313.37,75.48,1388.85
6598,1050.70,60.39,1111.08
6599,788.02,45.29,833.31
6600,788.02,37.74,825.76
6601,788.02,30.19,818.22
6602,788.02,22.64,810.67
6603,788.02,22.64,810.67
6604,788.02,22.64,810.67
6605,1050.70,37.74,1088.44
6606,1313.37,75.48,1388.85
6607,1576.05,135.87,1711.91
6608,1838.72,188.70,2027.42
6609,1838.72,211.35,2050.07
6610,1838.72,211.35,2050.07
6611,1576.05,188.70,1764.75
6612,1576.05,150.96,1727.01
6613,1576.05,135.87,1711.91
6614,1576.05,150.96,1727.01
6615,1576.05,166.06,1742.11
6616,1838.72,188.70,2027.42
6617,2101.40,211.35,2312.74
6618,2101.40,188.70,2290.10
6619,1838.72,150.96,1989.68
6620,1576.05,113.22,1689.27
6621,1313.37,75.48,1388.85
6622,1050.70,60.39,1111.08
6623,788.02,45.29,833.31
6624,788.02,37.74,825.76
6625,788.02,30.19,818.22
6626,788.02,22.64,810.67
6627,788.02,22.64,810.67
6628,788.02,22.64,810.67
6629,1050.70,37.74,1088.44
6630,1313.37,75.48,1388.85
6631,1576.05,135.87,1711.91
6632,1838.72,188.70,2027.42
6633,1838.72,211.35,2050.07
6634,1838.72,211.35,2050.07
6635,1576.05,188.70,1764.75
6636,1576.05,150.96,1727.01
6637,1576.05,135.87,1711.91
6638,1576.05,150.96,1727.01
6639,1576.05,166.06,1742.11
6640,1838.72,188.70,2027.42
6641,2101.40,211.35,2312.74
6642,2101.40,188.70,2290.10
6643,1838.72,150.96,1989.68
6644,1576.05,113.22,1689.27
6645,1313.37,75.48,1388.85
6646,1050.70,60.39,1111.08
6647,788.02,45.29,833.31
6648,788.02,37.74,825.76
6649,788.02,30.19,818.22
6650,788.02,22.64,810.67
6651,788.02,22.64,810.67
6652,788.02,22.64,810.67
6653,1050.70,37.74,1088.44
6654,1313.37,75.48,1388.85
6655,1576.05,135.87,1711.91
6656,1838.72,188.70,2027.42
6657,1838.72,211.35,2050.07
6658,1838.72,211.35,2050.07
6659,1576.05,188.70,1764.75
6660,1576.05,150.96,1727.01
6661,1576.05,135.87,1711.91
6662,1576.05,150.96,1727.01
6663,1576.05,166.06,1742.11
6664,1838.72,188.70,2027.42
6665,2101.40,211.35,2312.74
6666,2101.40,188.70,2290.10
6667,1838.72,150.96,1989.68
6668,1576.05,113.22,1689.27
6669,1313.37,75.48,1388.85
6670,1050.70,60.39,1111.08
6671,788.02,45.29,833.31
6672,788.02,37.74,825.76
6673,788.02,30.19,818.22
6674,788.02,22.64,810.67
6675,788.02,22.64,810.67
6676,788.02,22.64,810.67
6677,1050.70,37.74,1088.44
6678,1313.37,75.48,1388.85
6679,1576.05,135.87,1711.91
6680,1838.72,188.70,2027.42
6681,1838.72,211.35,2050.07
6682,1838.72,211.35,2050.07
6683,1576.05,188.70,1764.75
6684,1576.05,150.96,1727.01
6685,1576.05,135.87,1711.91
6686,1576.05,150.96,1727.01
6687,1576.05,166.06,1742.11
6688,1838.72,188.70,2027.42
6689,2101.40,211.35,2312.74
6690,2101.40,188.70,2290.10
6691,1838.72,150.96,1989.68
6692,1576.05,113.22,1689.27
6693,1313.37,75.48,1388.85
6694,1050.70,60.39,1111.08
6695,788.02,45.29,833.31
6696,788.02,37.74,825.76
6697,788.02,30.19,818.22
6698,788.02,22.64,810.67
6699,788.02,22.64,810.67
6700,788.02,22.64,810.67
6701,1050.70,37.74,1088.44
6702,1313.37,75.48,1388.85
6703,1576.05,135.87,1711.91
6704,1838.72,188.70,2027.42
6705,1838.72,211.35,2050.07
6706,1838.72,211.35,2050.07
6707,1576.05,188.70,1764.75
6708,1576.05,150.96,1727.01
6709,1576.05,135.87,1711.91
6710,1576.05,150.96,1727.01
6711,1576.05,166.06,1742.11
6712,1838.72,188.70,2027.42
6713,2101.40,211.35,2312.74
6714,2101.40,188.70,2290.10
6715,1838.72,150.96,1989.68
6716,1576.05,113.22,1689.27
6717,1313.37,75.48,1388.85
6718,1050.70,60.39,1111.08
6719,788.02,45.29,833.31
6720,788.02,37.74,825.76
6721,788.02,30.19,818.22
6722,788.02,22.64,810.67
6723,788.02,22.64,810.67
6724,788.02,22.64,810.67
6725,1050.70,37.74,1088.44
6726,1313.37,75.48,1388.85
6727,1576.05,135.87,1711.91
6728,1838.72,188.70,2027.42
6729,1838.72,211.35,2050.07
6730,1838.72,211.35,2050.07
6731,1576.05,188.70,1764.75
6732,1576.05,150.96,1727.01
6733,1576.05,135.87,1711.91
6734,1576.05,150.96,1727.01
6735,1576.05,166.06,1742.11
6736,1838.72,188.70,2027.42
6737,2101.40,211.35,2312.74
6738,2101.40,188.70,2290.10
6739,1838.72,150.96,1989.68
6740,1576.05,113.22,1689.27
6741,1313.37,75.48,1388.85
6742,1050.70,60.39,1111.08
6743,788.02,45.29,833.31
6744,788.02,37.74,825.76
6745,788.02,30.19,818.22
6746,788.02,22.64,810.67
6747,788.02,22.64,810.67
6748,788.02,22.64,810.67
6749,1050.70,37.74,1088.44
6750,1313.37,75.48,1388.85
6751,1576.05,135.87,1711.91
6752,1838.72,188.70,2027.42
6753,1838.72,211.35,2050.07
6754,1838.72,211.35,2050.07
6755,1576.05,188.70,1764.75
6756,1576.05,150.96,1727.01
6757,1576.05,135.87,1711.91
6758,1576.05,150.96,1727.01
6759,1576.05,166.06,1742.11
6760,1838.72,188.70,2027.42
6761,2101.40,211.35,2312.74
6762,2101.40,188.70,2290.10
6763,1838.72,150.96,1989.68
6764,1576.05,113.22,1689.27
6765,1313.37,75.48,1388.85
6766,1050.70,60.39,1111.08
6767,788.02,45.29,833.31
6768,788.02,37.74,825.76
6769,788.02,30.19,818.22
6770,788.02,22.64,810.67
6771,788.02,22.64,810.67
6772,788.02,22.64,810.67
6773,1050.70,37.74,1088.44
6774,1313.37,75.48,1388.85
6775,1576.05,135.87,1711.91
6776,1838.72,188.70,2027.42
6777,1838.72,211.35,2050.07
6778,1838.72,211.35,2050.07
6779,1576.05,188.70,1764.75
6780,1576.05,150.96,1727.01
6781,1576.05,135.87,1711.91
6782,1576.05,150.96,1727.01
6783,1576.05,166.06,1742.11
6784,1838.72,188.70,2027.42
6785,2101.40,211.35,2312.74
6786,2101.40,188.70,2290.10
6787,1838.72,150.96,1989.68
6788,1576.05,113.22,1689.27
6789,1313.37,75.48,1388.85
6790,1050.70,60.39,1111.08
6791,788.02,45.29,833.31
6792,788.02,37.74,825.76
6793,788.02,30.19,818.22
6794,788.02,22.64,810.67
6795,788.02,22.64,810.67
6796,788.02,22.64,810.67
6797,1050.70,37.74,1088.44
6798,1313.37,75.48,1388.85
6799,1576.05,135.87,1711.91
6800,1838.72,188.70,2027.42
6801,1838.72,211.35,2050.07
6802,1838.72,211.35,2050.07
6803,1576.05,188.70,1764.75
6804,1576.05,150.96,1727.01
6805,1576.05,135.87,1711.91
6806,1576.05,150.96,1727.01
6807,1576.05,166.06,1742.11
6808,1838.72,188.70,2027.42
6809,2101.40,211.35,2312.74
6810,2101.40,188.70,2290.10
6811,1838.72,150.96,1989.68
6812,1576.05,113.22,1689.27
6813,1313.37,75.48,1388.85
6814,1050.70,60.39,1111.08
6815,788.02,45.29,833.31
6816,788.02,37.74,825.76
6817,788.02,30.19,818.22
6818,788.02,22.64,810.67
6819,788.02,22.64,810.67
6820,788.02,22.64,810.67
6821,1050.70,37.74,1088.44
6822,1313.37,75.48,1388.85
6823,1576.05,135.87,1711.91
6824,1838.72,188.70,2027.42
6825,1838.72,211.35,2050.07
6826,1838.72,211.35,2050.07
6827,1576.05,188.70,1764.75
6828,1576.05,150.96,1727.01
6829,1576.05,135.87,1711.91
6830,1576.05,150.96,1727.01
6831,1576.05,166.06,1742.11
6832,1838.72,188.70,2027.42
6833,2101.40,211.35,2312.74
6834,2101.40,188.70,2290.10
6835,1838.72,150.96,1989.68
6836,1576.05,113.22,1689.27
6837,1313.37,75.48,1388.85
6838,1050.70,60.39,1111.08
6839,788.02,45.29,833.31
6840,788.02,37.74,825.76
6841,788.02,30.19,818.22
6842,788.02,22.64,810.67
6843,788.02,22.64,810.67
6844,788.02,22.64,810.67
6845,1050.70,37.74,1088.44
6846,1313.37,75.48,1388.85
6847,1576.05,135.87,1711.91
6848,1838.72,188.70,2027.42
6849,1838.72,211.35,2050.07
6850,1838.72,211.35,2050.07
6851,1576.05,188.70,1764.75
6852,1576.05,150.96,1727.01
6853,1576.05,135.87,1711.91
6854,1576.05,150.96,1727.01
6855,1576.05,166.06,1742.11
6856,1838.72,188.70,2027.42
6857,2101.40,211.35,2312.74
6858,2101.40,188.70,2290.10
6859,1838.72,150.96,1989.68
6860,1576.05,113.22,1689.27
6861,1313.37,75.48,1388.85
6862,1050.70,60.39,1111.08
6863,788.02,45.29,833.31
6864,788.02,37.74,825.76
6865,788.02,30.19,818.22
6866,788.02,22.64,810.67
6867,788.02,22.64,810.67
6868,788.02,22.64,810.67
6869,1050.70,37.74,1088.44
6870,1313.37,75.48,1388.85
6871,1576.05,135.87,1711.91
6872,1838.72,188.70,2027.42
6873,1838.72,211.35,2050.07
6874,1838.72,211.35,2050.07
6875,1576.05,188.70,1764.75
6876,1576.05,150.96,1727.01
6877,1576.05,135.87,1711.91
6878,1576.05,150.96,1727.01
6879,1576.05,166.06,1742.11
6880,1838.72,188.70,2027.42
6881,2101.40,211.35,2312.74
6882,2101.40,188.70,2290.10
6883,1838.72,150.96,1989.68
6884,1576.05,113.22,1689.27
6885,1313.37,75.48,1388.85
6886,1050.70,60.39,1111.08
6887,788.02,45.29,833.31
6888,788.02,37.74,825.76
6889,788.02,30.19,818.22
6890,788.02,22.64,810.67
6891,788.02,22.64,810.67
6892,788.02,22.64,810.67
6893,1050.70,37.74,1088.44
6894,1313.37,75.48,1388.85
6895,1576.05,135.87,1711.91
6896,1838.72,188.70,2027.42
6897,1838.72,211.35,2050.07
6898,1838.72,211.35,2050.07
6899,1576.05,188.70,1764.75
6900,1576.05,150.96,1727.01
6901,1576.05,135.87,1711.91
6902,1576.05,150.96,1727.01
6903,1576.05,166.06,1742.11
6904,1838.72,188.70,2027.42
6905,2101.40,211.35,2312.74
6906,2101.40,188.70,2290.10
6907,1838.72,150.96,1989.68
6908,1576.05,113.22,1689.27
6909,1313.37,75.48,1388.85
6910,1050.70,60.39,1111.08
6911,788.02,45.29,833.31
6912,788.02,37.74,825.76
6913,788.02,30.19,818.22
6914,788.02,22.64,810.67
6915,788.02,22.64,810.67
6916,788.02,22.64,810.67
6917,1050.70,37.74,1088.44
6918,1313.37,75.48,1388.85
6919,1576.05,135.87,1711.91
6920,1838.72,188.70,2027.42
6921,1838.72,211.35,2050.07
6922,1838.72,211.35,2050.07
6923,1576.05,188.70,1764.75
6924,1576.05,150.96,1727.01
6925,1576.05,135.87,1711.91
6926,1576.05,150.96,1727.01
6927,1576.05,166.06,1742.11
6928,1838.72,188.70,2027.42
6929,2101.40,211.35,2312.74
6930,2101.40,188.70,2290.10
6931,1838.72,150.96,1989.68
6932,1576.05,113.22,1689.27
6933,1313.37,75.48,1388.85
6934,1050.70,60.39,1111.08
6935,788.02,45.29,833.31
6936,788.02,37.74,825.76
6937,788.02,30.19,818.22
6938,788.02,22.64,810.67
6939,788.02,22.64,810.67
6940,788.02,22.64,810.67
6941,1050.70,37.74,1088.44
6942,1313.37,75.48,1388.85
6943,1576.05,135.87,1711.91
6944,1838.72,188.70,2027.42
6945,1838.72,211.35,2050.07
6946,1838.72,211.35,2050.07
6947,1576.05,188.70,1764.75
6948,1576.05,150.96,1727.01
6949,1576.05,135.87,1711.91
6950,1576.05,150.96,1727.01
6951,1576.05,166.06,1742.11
6952,1838.72,188.70,2027.42
6953,2101.40,211.35,2312.74
6954,2101.40,188.70,2290.10
6955,1838.72,150.96,1989.68
6956,1576.05,113.22,1689.27
6957,1313.37,75.48,1388.85
6958,1050.70,60.39,1111.08
6959,788.02,45.29,833.31
6960,788.02,37.74,825.76
6961,788.02,30.19,818.22
6962,788.02,22.64,810.67
6963,788.02,22.64,810.67
6964,788.02,22.64,810.67
6965,1050.70,37.74,1088.44
6966,1313.37,75.48,1388.85
6967,1576.05,135.87,1711.91
6968,1838.72,188.70,2027.42
6969,1838.72,211.35,2050.07
6970,1838.72,211.35,2050.07
6971,1576.05,188.70,1764.75
6972,1576.05,150.96,1727.01
6973,1576.05,135.87,1711.91
6974,1576.05,150.96,1727.01
6975,1576.05,166.06,1742.11
6976,1838.72,188.70,2027.42
6977,2101.40,211.35,2312.74
6978,2101.40,188.70,2290.10
6979,1838.72,150.96,1989.68
6980,1576.05,113.22,1689.27
6981,1313.37,75.48,1388.85
6982,1050.70,60.39,1111.08
6983,788.02,45.29,833.31
6984,788.02,37.74,825.76
6985,788.02,30.19,818.22
6986,788.02,22.64,810.67
6987,788.02,22.64,810.67
6988,788.02,22.64,810.67
6989,1050.70,37.74,1088.44
6990,1313.37,75.48,1388.85
6991,1576.05,135.87,1711.91
6992,1838.72,188.70,2027.42
6993,1838.72,211.35,2050.07
6994,1838.72,211.35,2050.07
6995,1576.05,188.70,1764.75
6996,1576.05,150.96,1727.01
6997,1576.05,135.87,1711.91
6998,1576.05,150.96,1727.01
6999,1576.05,166.06,1742.11
7000,1838.72,188.70,2027.42
7001,2101.40,211.35,2312.74
7002,2101.40,188.70,2290.10
7003,1838.72,150.96,1989.68
7004,1576.05,113.22,1689.27
7005,1313.37,75.48,1388.85
7006,1050.70,60.39,1111.08
7007,788.02,45.29,833.31
7008,788.02,37.74,825.76
7009,788.02,30.19,818.22
7010,788.02,22.64,810.67
7011,788.02,22.64,810.67
7012,788.02,22.64,810.67
7013,1050.70,37.74,1088.44
7014,1313.37,75.48,1388.85
7015,1576.05,135.87,1711.91
7016,1838.72,188.70,2027.42
7017,1838.72,211.35,2050.07
7018,1838.72,211.35,2050.07
7019,1576.05,188.70,1764.75
7020,1576.05,150.96,1727.01
7021,1576.05,135.87,1711.91
7022,1576.05,150.96,1727.01
7023,1576.05,166.06,1742.11
7024,1838.72,188.70,2027.42
7025,2101.40,211.35,2312.74
7026,2101.40,188.70,2290.10
7027,1838.72,150.96,1989.68
7028,1576.05,113.22,1689.27
7029,1313.37,75.48,1388.85
7030,1050.70,60.39,1111.08
7031,788.02,45.29,833.31
7032,788.02,37.74,825.76
7033,788.02,30.19,818.22
7034,788.02,22.64,810.67
7035,788.02,22.64,810.67
7036,788.02,22.64,810.67
7037,1050.70,37.74,1088.44
7038,1313.37,75.48,1388.85
7039,1576.05,135.87,1711.91
7040,1838.72,188.70,2027.42
7041,1838.72,211.35,2050.07
7042,1838.72,211.35,2050.07
7043,1576.05,188.70,1764.75
7044,1576.05,150.96,1727.01
7045,1576.05,135.87,1711.91
7046,1576.05,150.96,1727.01
7047,1576.05,166.06,1742.11
7048,1838.72,188.70,2027.42
7049,2101.40,211.35,2312.74
7050,2101.40,188.70,2290.10
7051,1838.72,150.96,1989.68
7052,1576.05,113.22,1689.27
7053,1313.37,75.48,1388.85
7054,1050.70,60.39,1111.08
7055,788.02,45.29,833.31
7056,788.02,37.74,825.76
7057,788.02,30.19,818.22
7058,788.02,22.64,810.67
7059,788.02,22.64,810.67
7060,788.02,22.64,810.67
7061,1050.70,37.74,1088.44
7062,1313.37,75.48,1388.85
7063,1576.05,135.87,1711.91
7064,1838.72,188.70,2027.42
7065,1838.72,211.35,2050.07
7066,1838.72,211.35,2050.07
7067,1576.05,188.70,1764.75
7068,1576.05,150.96,1727.01
7069,1576.05,135.87,1711.91
7070,1576.05,150.96,1727.01
7071,1576.05,166.06,1742.11
7072,1838.72,188.70,2027.42
7073,2101.40,211.35,2312.74
7074,2101.40,188.70,2290.10
7075,1838.72,150.96,1989.68
7076,1576.05,113.22,1689.27
7077,1313.37,75.48,1388.85
7078,1050.70,60.39,1111.08
7079,788.02,45.29,833.31
7080,788.02,37.74,825.76
7081,788.02,30.19,818.22
7082,788.02,22.64,810.67
7083,788.02,22.64,810.67
7084,788.02,22.64,810.67
7085,1050.70,37.74,1088.44
7086,1313.37,75.48,1388.85
7087,1576.05,135.87,1711.91
7088,1838.72,188.70,2027.42
7089,1838.72,211.35,2050.07
7090,1838.72,211.35,2050.07
7091,1576.05,188.70,1764.75
7092,1576.05,150.96,1727.01
7093,1576.05,135.87,1711.91
7094,1576.05,150.96,1727.01
7095,1576.05,166.06,1742.11
7096,1838.72,188.70,2027.42
7097,2101.40,211.35,2312.74
7098,2101.40,188.70,2290.10
7099,1838.72,150.96,1989.68
7100,1576.05,113.22,1689.27
7101,1313.37,75.48,1388.85
7102,1050.70,60.39,1111.08
7103,788.02,45.29,833.31
7104,788.02,37.74,825.76
7105,788.02,30.19,818.22
7106,788.02,22.64,810.67
7107,788.02,22.64,810.67
7108,788.02,22.64,810.67
7109,1050.70,37.74,1088.44
7110,1313.37,75.48,1388.85
7111,1576.05,135.87,1711.91
7112,1838.72,188.70,2027.42
7113,1838.72,211.35,2050.07
7114,1838.72,211.35,2050.07
7115,1576.05,188.70,1764.75
7116,1576.05,150.96,1727.01
7117,1576.05,135.87,1711.91
7118,1576.05,150.96,1727.01
7119,1576.05,166.06,1742.11
7120,1838.72,188.70,2027.42
7121,2101.40,211.35,2312.74
7122,2101.40,188.70,2290.10
7123,1838.72,150.96,1989.68
7124,1576.05,113.22,1689.27
7125,1313.37,75.48,1388.85
7126,1050.70,60.39,1111.08
7127,788.02,45.29,833.31
7128,788.02,37.74,825.76
7129,788.02,30.19,818.22
7130,788.02,22.64,810.67
7131,788.02,22.64,810.67
7132,788.02,22.64,810.67
7133,1050.70,37.74,1088.44
7134,1313.37,75.48,1388.85
7135,1576.05,135.87,1711.91
7136,1838.72,188.70,2027.42
7137,1838.72,211.35,2050.07
7138,1838.72,211.35,2050.07
7139,1576.05,188.70,1764.75
7140,1576.05,150.96,1727.01
7141,1576.05,135.87,1711.91
7142,1576.05,150.96,1727.01
7143,1576.05,166.06,1742.11
7144,1838.72,188.70,2027.42
7145,2101.40,211.35,2312.74
7146,2101.40,188.70,2290.10
7147,1838.72,150.96,1989.68
7148,1576.05,113.22,1689.27
7149,1313.37,75.48,1388.85
7150,1050.70,60.39,1111.08
7151,788.02,45.29,833.31
7152,788.02,37.74,825.76
7153,788.02,30.19,818.22
7154,788.02,22.64,810.67
7155,788.02,22.64,810.67
7156,788.02,22.64,810.67
7157,1050.70,37.74,1088.44
7158,1313.37,75.48,1388.85
7159,1576.05,135.87,1711.91
7160,1838.72,188.70,2027.42
7161,1838.72,211.35,2050.07
7162,1838.72,211.35,2050.07
7163,1576.05,188.70,1764.75
7164,1576.05,150.96,1727.01
7165,1576.05,135.87,1711.91
7166,1576.05,150.96,1727.01
7167,1576.05,166.06,1742.11
7168,1838.72,188.70,2027.42
7169,2101.40,211.35,2312.74
7170,2101.40,188.70,2290.10
7171,1838.72,150.96,1989.68
7172,1576.05,113.22,1689.27
7173,1313.37,75.48,1388.85
7174,1050.70,60.39,1111.08
7175,788.02,45.29,833.31
7176,788.02,37.74,825.76
7177,788.02,30.19,818.22
7178,788.02,22.64,810.67
7179,788.02,22.64,810.67
7180,788.02,22.64,810.67
7181,1050.70,37.74,1088.44
7182,1313.37,75.48,1388.85
7183,1576.05,135.87,1711.91
7184,1838.72,188.70,2027.42
7185,1838.72,211.35,2050.07
7186,1838.72,211.35,2050.07
7187,1576.05,188.70,1764.75
7188,1576.05,150.96,1727.01
7189,1576.05,135.87,1711.91
7190,1576.05,150.96,1727.01
7191,1576.05,166.06,1742.11
7192,1838.72,188.70,2027.42
7193,2101.40,211.35,2312.74
7194,2101.40,188.70,2290.10
7195,1838.72,150.96,1989.68
7196,1576.05,113.22,1689.27
7197,1313.37,75.48,1388.85
7198,1050.70,60.39,1111.08
7199,788.02,45.29,833.31
7200,788.02,37.74,825.76
7201,788.02,30.19,818.22
7202,788.02,22.64,810.67
7203,788.02,22.64,810.67
7204,788.02,22.64,810.67
7205,1050.70,37.74,1088.44
7206,1313.37,75.48,1388.85
7207,1576.05,135.87,1711.91
7208,1838.72,188.70,2027.42
7209,1838.72,211.35,2050.07
7210,1838.72,211.35,2050.07
7211,1576.05,188.70,1764.75
7212,1576.05,150.96,1727.01
7213,1576.05,135.87,1711.91
7214,1576.05,150.96,1727.01
7215,1576.05,166.06,1742.11
7216,1838.72,188.70,2027.42
7217,2101.40,211.35,2312.74
7218,2101.40,188.70,2290.10
7219,1838.72,150.96,1989.68
7220,1576.05,113.22,1689.27
7221,1313.37,75.48,1388.85
7222,1050.70,60.39,1111.08
7223,788.02,45.29,833.31
7224,788.02,37.74,825.76
7225,788.02,30.19,818.22
7226,788.02,22.64,810.67
7227,788.02,22.64,810.67
7228,788.02,22.64,810.67
7229,1050.70,37.74,1088.44
7230,1313.37,75.48,1388.85
7231,1576.05,135.87,1711.91
7232,1838.72,188.70,2027.42
7233,1838.72,211.35,2050.07
7234,1838.72,211.35,2050.07
7235,1576.05,188.70,1764.75
7236,1576.05,150.96,1727.01
7237,1576.05,135.87,1711.91
7238,1576.05,150.96,1727.01
7239,1576.05,166.06,1742.11
7240,1838.72,188.70,2027.42
7241,2101.40,211.35,2312.74
7242,2101.40,188.70,2290.10
7243,1838.72,150.96,1989.68
7244,1576.05,113.22,1689.27
7245,1313.37,75.48,1388.85
7246,1050.70,60.39,1111.08
7247,788.02,45.29,833.31
7248,788.02,37.74,825.76
7249,788.02,30.19,818.22
7250,788.02,22.64,810.67
7251,788.02,22.64,810.67
7252,788.02,22.64,810.67
7253,1050.70,37.74,1088.44
7254,1313.37,75.48,1388.85
7255,1576.05,135.87,1711.91
7256,1838.72,188.70,2027.42
7257,1838.72,211.35,2050.07
7258,1838.72,211.35,2050.07
7259,1576.05,188.70,1764.75
7260,1576.05,150.96,1727.01
7261,1576.05,135.87,1711.91
7262,1576.05,150.96,1727.01
7263,1576.05,166.06,1742.11
7264,1838.72,188.70,2027.42
7265,2101.40,211.35,2312.74
7266,2101.40,188.70,2290.10
7267,1838.72,150.96,1989.68
7268,1576.05,113.22,1689.27
7269,1313.37,75.48,1388.85
7270,1050.70,60.39,1111.08
7271,788.02,45.29,833.31
7272,788.02,37.74,825.76
7273,788.02,30.19,818.22
7274,788.02,22.64,810.67
7275,788.02,22.64,810.67
7276,788.02,22.64,810.67
7277,1050.70,37.74,1088.44
7278,1313.37,75.48,1388.85
7279,1576.05,135.87,1711.91
7280,1838.72,188.70,2027.42
7281,1838.72,211.35,2050.07
7282,1838.72,211.35,2050.07
7283,1576.05,188.70,1764.75
7284,1576.05,150.96,1727.01
7285,1576.05,135.87,1711.91
7286,1576.05,150.96,1727.01
7287,1576.05,166.06,1742.11
7288,1838.72,188.70,2027.42
7289,2101.40,211.35,2312.74
7290,2101.40,188.70,2290.10
7291,1838.72,150.96,1989.68
7292,1576.05,113.22,1689.27
7293,1313.37,75.48,1388.85
7294,1050.70,60.39,1111.08
7295,788.02,45.29,833.31
7296,788.02,37.74,825.76
7297,788.02,30.19,818.22
7298,788.02,22.64,810.67
7299,788.02,22.64,810.67
7300,788.02,22.64,810.67
7301,1050.70,37.74,1088.44
7302,1313.37,75.48,1388.85
7303,1576.05,135.87,1711.91
7304,1838.72,188.70,2027.42
7305,1838.72,211.35,2050.07
7306,1838.72,211.35,2050.07
7307,1576.05,188.70,1764.75
7308,1576.05,150.96,1727.01
7309,1576.05,135.87,1711.91
7310,1576.05,150.96,1727.01
7311,1576.05,166.06,1742.11
7312,1838.72,188.70,2027.42
7313,2101.40,211.35,2312.74
7314,2101.40,188.70,2290.10
7315,1838.72,150.96,1989.68
7316,1576.05,113.22,1689.27
7317,1313.37,75.48,1388.85
7318,1050.70,60.39,1111.08
7319,788.02,45.29,833.31
7320,788.02,37.74,825.76
7321,788.02,30.19,818.22
7322,788.02,22.64,810.67
7323,788.02,22.64,810.67
7324,788.02,22.64,810.67
7325,1050.70,37.74,1088.44
7326,1313.37,75.48,1388.85
7327,1576.05,135.87,1711.91
7328,1838.72,188.70,2027.42
7329,1838.72,211.35,2050.07
7330,1838.72,211.35,2050.07
7331,1576.05,188.70,1764.75
7332,1576.05,150.96,1727.01
7333,1576.05,135.87,1711.91
7334,1576.05,150.96,1727.01
7335,1576.05,166.06,1742.11
7336,1838.72,188.70,2027.42
7337,2101.40,211.35,2312.74
7338,2101.40,188.70,2290.10
7339,1838.72,150.96,1989.68
7340,1576.05,113.22,1689.27
7341,1313.37,75.48,1388.85
7342,1050.70,60.39,1111.08
7343,788.02,45.29,833.31
7344,788.02,37.74,825.76
7345,788.02,30.19,818.22
7346,788.02,22.64,810.67
7347,788.02,22.64,810.67
7348,788.02,22.64,810.67
7349,1050.70,37.74,1088.44
7350,1313.37,75.48,1388.85
7351,1576.05,135.87,1711.91
7352,1838.72,188.70,2027.42
7353,1838.72,211.35,2050.07
7354,1838.72,211.35,2050.07
7355,1576.05,188.70,1764.75
7356,1576.05,150.96,1727.01
7357,1576.05,135.87,1711.91
7358,1576.05,150.96,1727.01
7359,1576.05,166.06,1742.11
7360,1838.72,188.70,2027.42
7361,2101.40,211.35,2312.74
7362,2101.40,188.70,2290.10
7363,1838.72,150.96,1989.68
7364,1576.05,113.22,1689.27
7365,1313.37,75.48,1388.85
7366,1050.70,60.39,1111.08
7367,788.02,45.29,833.31
7368,788.02,37.74,825.76
7369,788.02,30.19,818.22
7370,788.02,22.64,810.67
7371,788.02,22.64,810.67
7372,788.02,22.64,810.67
7373,1050.70,37.74,1088.44
7374,1313.37,75.48,1388.85
7375,1576.05,135.87,1711.91
7376,1838.72,188.70,2027.42
7377,1838.72,211.35,2050.07
7378,1838.72,211.35,2050.07
7379,1576.05,188.70,1764.75
7380,1576.05,150.96,1727.01
7381,1576.05,135.87,1711.91
7382,1576.05,150.96,1727.01
7383,1576.05,166.06,1742.11
7384,1838.72,188.70,2027.42
7385,2101.40,211.35,2312.74
7386,2101.40,188.70,2290.10
7387,1838.72,150.96,1989.68
7388,1576.05,113.22,1689.27
7389,1313.37,75.48,1388.85
7390,1050.70,60.39,1111.08
7391,788.02,45.29,833.31
7392,788.02,37.74,825.76
7393,788.02,30.19,818.22
7394,788.02,22.64,810.67
7395,788.02,22.64,810.67
7396,788.02,22.64,810.67
7397,1050.70,37.74,1088.44
7398,1313.37,75.48,1388.85
7399,1576.05,135.87,1711.91
7400,1838.72,188.70,2027.42
7401,1838.72,211.35,2050.07
7402,1838.72,211.35,2050.07
7403,1576.05,188.70,1764.75
7404,1576.05,150.96,1727.01
7405,1576.05,135.87,1711.91
