Hour,PV_Generation_kWh,Total_Demand_kWh,Solar_Surplus_Deficit_kWh,PV_Coverage_Percent
6356,0.00,1689.27,-1689.27,0.00
6357,0.00,1388.85,-1388.85,0.00
6358,0.00,1111.08,-1111.08,0.00
6359,0.00,833.31,-833.31,0.00
6360,0.00,825.76,-825.76,0.00
6361,0.00,818.22,-818.22,0.00
6362,0.00,810.67,-810.67,0.00
6363,0.00,810.67,-810.67,0.00
6364,0.00,810.67,-810.67,0.00
6365,365.67,1088.44,-722.77,33.60
6366,621.62,1388.85,-767.23,44.76
6367,973.91,1711.91,-738.01,56.89
6368,1406.22,2027.42,-621.20,69.36
6369,1871.28,2050.07,-178.79,91.28
6370,2294.93,2050.07,244.86,111.94
6371,2593.87,1764.75,829.12,146.98
6372,2701.94,1727.01,974.93,156.45
6373,2593.87,1711.91,881.96,151.52
6374,2294.93,1727.01,567.92,132.88
6375,1871.28,1742.11,129.17,107.41
6376,1406.22,2027.42,-621.20,69.36
6377,973.91,2312.74,-1338.84,42.11
6378,0.00,2290.10,-2290.10,0.00
6379,0.00,1989.68,-1989.68,0.00
6380,0.00,1689.27,-1689.27,0.00
6381,0.00,1388.85,-1388.85,0.00
6382,0.00,1111.08,-1111.08,0.00
6383,0.00,833.31,-833.31,0.00
6384,0.00,825.76,-825.76,0.00
6385,0.00,818.22,-818.22,0.00
6386,0.00,810.67,-810.67,0.00
6387,0.00,810.67,-810.67,0.00
6388,0.00,810.67,-810.67,0.00
6389,365.35,1088.44,-723.09,33.57
6390,621.09,1388.85,-767.76,44.72
6391,973.07,1711.91,-738.84,56.84
6392,1405.01,2027.42,-622.41,69.30
6393,1869.67,2050.07,-180.40,91.20
6394,2292.96,2050.07,242.89,111.85
6395,2591.64,1764.75,826.89,146.86
6396,2699.61,1727.01,972.60,156.32
6397,2591.64,1711.91,879.73,151.39
6398,2292.96,1727.01,565.95,132.77
6399,1869.67,1742.11,127.56,107.32
6400,1405.01,2027.42,-622.41,69.30
6401,973.07,2312.74,-1339.67,42.07
6402,0.00,2290.10,-2290.10,0.00
6403,0.00,1989.68,-1989.68,0.00
6404,0.00,1689.27,-1689.27,0.00
6405,0.00,1388.85,-1388.85,0.00
6406,0.00,1111.08,-1111.08,0.00
6407,0.00,833.31,-833.31,0.00
6408,0.00,825.76,-825.76,0.00
6409,0.00,818.22,-818.22,0.00
6410,0.00,810.67,-810.67,0.00
6411,0.00,810.67,-810.67,0.00
6412,0.00,810.67,-810.67,0.00
6413,365.04,1088.44,-723.40,33.54
6414,620.55,1388.85,-768.30,44.68
6415,972.23,1711.91,-739.68,56.79
6416,1403.80,2027.42,-623.62,69.24
6417,1868.06,2050.07,-182.01,91.12
6418,2290.98,2050.07,240.91,111.75
6419,2589.41,1764.75,824.66,146.73
6420,2697.29,1727.01,970.28,156.18
6421,2589.41,1711.91,877.50,151.26
6422,2290.98,1727.01,563.97,132.66
6423,1868.06,1742.11,125.95,107.23
6424,1403.80,2027.42,-623.62,69.24
6425,972.23,2312.74,-1340.51,42.04
6426,0.00,2290.10,-2290.10,0.00
6427,0.00,1989.68,-1989.68,0.00
6428,0.00,1689.27,-1689.27,0.00
6429,0.00,1388.85,-1388.85,0.00
6430,0.00,1111.08,-1111.08,0.00
6431,0.00,833.31,-833.31,0.00
6432,0.00,825.76,-825.76,0.00
6433,0.00,818.22,-818.22,0.00
6434,0.00,810.67,-810.67,0.00
6435,0.00,810.67,-810.67,0.00
6436,0.00,810.67,-810.67,0.00
6437,364.72,1088.44,-723.71,33.51
6438,620.02,1388.85,-768.83,44.64
6439,971.39,1711.91,-740.52,56.74
6440,1402.59,2027.42,-624.83,69.18
6441,1866.45,2050.07,-183.62,91.04
6442,2289.01,2050.07,238.94,111.66
6443,2587.18,1764.75,822.43,146.60
6444,2694.97,1727.01,967.96,156.05
6445,2587.18,1711.91,875.27,151.13
6446,2289.01,1727.01,562.00,132.54
6447,1866.45,1742.11,124.34,107.14
6448,1402.59,2027.42,-624.83,69.18
6449,971.39,2312.74,-1341.35,42.00
6450,0.00,2290.10,-2290.10,0.00
6451,0.00,1989.68,-1989.68,0.00
6452,0.00,1689.27,-1689.27,0.00
6453,0.00,1388.85,-1388.85,0.00
6454,0.00,1111.08,-1111.08,0.00
6455,0.00,833.31,-833.31,0.00
6456,0.00,825.76,-825.76,0.00
6457,0.00,818.22,-818.22,0.00
6458,0.00,810.67,-810.67,0.00
6459,0.00,810.67,-810.67,0.00
6460,0.00,810.67,-810.67,0.00
6461,364.41,1088.44,-724.03,33.48
6462,619.49,1388.85,-769.37,44.60
6463,970.56,1711.91,-741.35,56.69
6464,1401.39,2027.42,-626.03,69.12
6465,1864.85,2050.07,-185.22,90.97
6466,2287.04,2050.07,236.98,111.56
6467,2584.96,1764.75,820.21,146.48
6468,2692.65,1727.01,965.64,155.91
6469,2584.96,1711.91,873.05,151.00
6470,2287.04,1727.01,560.04,132.43
6471,1864.85,1742.11,122.74,107.05
6472,1401.39,2027.42,-626.03,69.12
6473,970.56,2312.74,-1342.18,41.97
6474,0.00,2290.10,-2290.10,0.00
6475,0.00,1989.68,-1989.68,0.00
6476,0.00,1689.27,-1689.27,0.00
6477,0.00,1388.85,-1388.85,0.00
6478,0.00,1111.08,-1111.08,0.00
6479,0.00,833.31,-833.31,0.00
6480,0.00,825.76,-825.76,0.00
6481,0.00,818.22,-818.22,0.00
6482,0.00,810.67,-810.67,0.00
6483,0.00,810.67,-810.67,0.00
6484,0.00,810.67,-810.67,0.00
6485,364.10,1088.44,-724.34,33.45
6486,618.96,1388.85,-769.90,44.57
6487,969.73,1711.91,-742.19,56.65
6488,1400.19,2027.42,-627.24,69.06
6489,1863.25,2050.07,-186.82,90.89
6490,2285.08,2050.07,235.01,111.46
6491,2582.74,1764.75,817.99,146.35
6492,2690.34,1727.01,963.33,155.78
6493,2582.74,1711.91,870.83,150.87
6494,2285.08,1727.01,558.07,132.31
6495,1863.25,1742.11,121.14,106.95
6496,1400.19,2027.42,-627.24,69.06
6497,969.73,2312.74,-1343.02,41.93
6498,0.00,2290.10,-2290.10,0.00
6499,0.00,1989.68,-1989.68,0.00
6500,0.00,1689.27,-1689.27,0.00
6501,0.00,1388.85,-1388.85,0.00
6502,0.00,1111.08,-1111.08,0.00
6503,0.00,833.31,-833.31,0.00
6504,0.00,825.76,-825.76,0.00
6505,0.00,818.22,-818.22,0.00
6506,0.00,810.67,-810.67,0.00
6507,0.00,810.67,-810.67,0.00
6508,0.00,810.67,-810.67,0.00
6509,363.79,1088.44,-724.65,33.42
6510,618.43,1388.85,-770.43,44.53
6511,968.90,1711.91,-743.02,56.60
6512,1398.99,2027.42,-628.44,69.00
6513,1861.65,2050.07,-188.42,90.81
6514,2283.12,2050.07,233.06,111.37
6515,2580.53,1764.75,815.78,146.23
6516,2688.03,1727.01,961.03,155.65
6517,2580.53,1711.91,868.61,150.74
6518,2283.12,1727.01,556.12,132.20
6519,1861.65,1742.11,119.54,106.86
6520,1398.99,2027.42,-628.44,69.00
6521,968.90,2312.74,-1343.85,41.89
6522,0.00,2290.10,-2290.10,0.00
6523,0.00,1989.68,-1989.68,0.00
6524,0.00,1689.27,-1689.27,0.00
6525,0.00,1388.85,-1388.85,0.00
6526,0.00,1111.08,-1111.08,0.00
6527,0.00,833.31,-833.31,0.00
6528,0.00,825.76,-825.76,0.00
6529,0.00,818.22,-818.22,0.00
6530,0.00,810.67,-810.67,0.00
6531,0.00,810.67,-810.67,0.00
6532,0.00,810.67,-810.67,0.00
6533,363.47,1088.44,-724.96,33.39
6534,617.90,1388.85,-770.96,44.49
6535,968.07,1711.91,-743.85,56.55
6536,1397.79,2027.42,-629.63,68.94
6537,1860.06,2050.07,-190.01,90.73
6538,2281.17,2050.07,231.10,111.27
6539,2578.32,1764.75,813.57,146.10
6540,2685.74,1727.01,958.73,155.51
6541,2578.32,1711.91,866.41,150.61
6542,2281.17,1727.01,554.16,132.09
6543,1860.06,1742.11,117.95,106.77
6544,1397.79,2027.42,-629.63,68.94
6545,968.07,2312.74,-1344.68,41.86
6546,0.00,2290.10,-2290.10,0.00
6547,0.00,1989.68,-1989.68,0.00
6548,0.00,1689.27,-1689.27,0.00
6549,0.00,1388.85,-1388.85,0.00
6550,0.00,1111.08,-1111.08,0.00
6551,0.00,833.31,-833.31,0.00
6552,0.00,825.76,-825.76,0.00
6553,0.00,818.22,-818.22,0.00
6554,0.00,810.67,-810.67,0.00
6555,0.00,810.67,-810.67,0.00
6556,0.00,810.67,-810.67,0.00
6557,363.16,1088.44,-725.27,33.37
6558,617.37,1388.85,-771.48,44.45
6559,967.24,1711.91,-744.67,56.50
6560,1396.60,2027.42,-630.82,68.89
6561,1858.47,2050.07,-191.60,90.65
6562,2279.23,2050.07,229.16,111.18
6563,2576.12,1764.75,811.37,145.98
6564,2683.45,1727.01,956.44,155.38
6565,2576.12,1711.91,864.21,150.48
6566,2279.23,1727.01,552.22,131.98
6567,1858.47,1742.11,116.37,106.68
6568,1396.60,2027.42,-630.82,68.89
6569,967.24,2312.74,-1345.50,41.82
6570,0.00,2290.10,-2290.10,0.00
6571,0.00,1989.68,-1989.68,0.00
6572,0.00,1689.27,-1689.27,0.00
6573,0.00,1388.85,-1388.85,0.00
6574,0.00,1111.08,-1111.08,0.00
6575,0.00,833.31,-833.31,0.00
6576,0.00,825.76,-825.76,0.00
6577,0.00,818.22,-818.22,0.00
6578,0.00,810.67,-810.67,0.00
6579,0.00,810.67,-810.67,0.00
6580,0.00,810.67,-810.67,0.00
6581,362.86,1088.44,-725.58,33.34
6582,616.85,1388.85,-772.01,44.41
6583,966.42,1711.91,-745.49,56.45
6584,1395.41,2027.42,-632.01,68.83
6585,1856.89,2050.07,-193.18,90.58
6586,2277.29,2050.07,227.22,111.08
6587,2573.93,1764.75,809.18,145.85
6588,2681.16,1727.01,954.15,155.25
6589,2573.93,1711.91,862.02,150.35
6590,2277.29,1727.01,550.28,131.86
6591,1856.89,1742.11,114.79,106.59
6592,1395.41,2027.42,-632.01,68.83
6593,966.42,2312.74,-1346.32,41.79
6594,0.00,2290.10,-2290.10,0.00
6595,0.00,1989.68,-1989.68,0.00
6596,0.00,1689.27,-1689.27,0.00
6597,0.00,1388.85,-1388.85,0.00
6598,0.00,1111.08,-1111.08,0.00
6599,0.00,833.31,-833.31,0.00
6600,0.00,825.76,-825.76,0.00
6601,0.00,818.22,-818.22,0.00
6602,0.00,810.67,-810.67,0.00
6603,0.00,810.67,-810.67,0.00
6604,0.00,810.67,-810.67,0.00
6605,362.55,1088.44,-725.89,33.31
6606,616.32,1388.85,-772.53,44.38
6607,965.60,1711.91,-746.31,56.40
6608,1394.23,2027.42,-633.20,68.77
6609,1855.32,2050.07,-194.75,90.50
6610,2275.36,2050.07,225.29,110.99
6611,2571.75,1764.75,807.00,145.73
6612,2678.89,1727.01,951.88,155.12
6613,2571.75,1711.91,859.83,150.23
6614,2275.36,1727.01,548.35,131.75
6615,1855.32,1742.11,113.21,106.50
6616,1394.23,2027.42,-633.20,68.77
6617,965.60,2312.74,-1347.14,41.75
6618,0.00,2290.10,-2290.10,0.00
6619,0.00,1989.68,-1989.68,0.00
6620,0.00,1689.27,-1689.27,0.00
6621,0.00,1388.85,-1388.85,0.00
6622,0.00,1111.08,-1111.08,0.00
6623,0.00,833.31,-833.31,0.00
6624,0.00,825.76,-825.76,0.00
6625,0.00,818.22,-818.22,0.00
6626,0.00,810.67,-810.67,0.00
6627,0.00,810.67,-810.67,0.00
6628,0.00,810.67,-810.67,0.00
6629,362.24,1088.44,-726.20,33.28
6630,615.80,1388.85,-773.05,44.34
6631,964.78,1711.91,-747.13,56.36
6632,1393.05,2027.42,-634.38,68.71
6633,1853.75,2050.07,-196.32,90.42
6634,2273.43,2050.07,223.36,110.90
6635,2569.57,1764.75,804.82,145.61
6636,2676.62,1727.01,949.61,154.99
6637,2569.57,1711.91,857.66,150.10
6638,2273.43,1727.01,546.42,131.64
6639,1853.75,1742.11,111.64,106.41
6640,1393.05,2027.42,-634.38,68.71
6641,964.78,2312.74,-1347.96,41.72
6642,0.00,2290.10,-2290.10,0.00
6643,0.00,1989.68,-1989.68,0.00
6644,0.00,1689.27,-1689.27,0.00
6645,0.00,1388.85,-1388.85,0.00
6646,0.00,1111.08,-1111.08,0.00
6647,0.00,833.31,-833.31,0.00
6648,0.00,825.76,-825.76,0.00
6649,0.00,818.22,-818.22,0.00
6650,0.00,810.67,-810.67,0.00
6651,0.00,810.67,-810.67,0.00
6652,0.00,810.67,-810.67,0.00
6653,361.94,1088.44,-726.50,33.25
6654,615.28,1388.85,-773.57,44.30
6655,963.97,1711.91,-747.94,56.31
6656,1391.87,2027.42,-635.55,68.65
6657,1852.18,2050.07,-197.88,90.35
6658,2271.52,2050.07,221.45,110.80
6659,2567.41,1764.75,802.66,145.48
6660,2674.37,1727.01,947.36,154.86
6661,2567.41,1711.91,855.49,149.97
6662,2271.52,1727.01,544.51,131.53
6663,1852.18,1742.11,110.08,106.32
6664,1391.87,2027.42,-635.55,68.65
6665,963.97,2312.74,-1348.77,41.68
6666,0.00,2290.10,-2290.10,0.00
6667,0.00,1989.68,-1989.68,0.00
6668,0.00,1689.27,-1689.27,0.00
6669,0.00,1388.85,-1388.85,0.00
6670,0.00,1111.08,-1111.08,0.00
6671,0.00,833.31,-833.31,0.00
6672,0.00,825.76,-825.76,0.00
6673,0.00,818.22,-818.22,0.00
6674,0.00,810.67,-810.67,0.00
6675,0.00,810.67,-810.67,0.00
6676,0.00,810.67,-810.67,0.00
6677,361.63,1088.44,-726.81,33.22
6678,614.77,1388.85,-774.09,44.26
6679,963.16,1711.91,-748.75,56.26
6680,1390.71,2027.42,-636.72,68.59
6681,1850.63,2050.07,-199.44,90.27
6682,2269.61,2050.07,219.54,110.71
6683,2565.25,1764.75,800.50,145.36
6684,2672.12,1727.01,945.11,154.73
6685,2565.25,1711.91,853.34,149.85
6686,2269.61,1727.01,542.60,131.42
6687,1850.63,1742.11,108.53,106.23
6688,1390.71,2027.42,-636.72,68.59
6689,963.16,2312.74,-1349.58,41.65
6690,0.00,2290.10,-2290.10,0.00
6691,0.00,1989.68,-1989.68,0.00
6692,0.00,1689.27,-1689.27,0.00
6693,0.00,1388.85,-1388.85,0.00
6694,0.00,1111.08,-1111.08,0.00
6695,0.00,833.31,-833.31,0.00
6696,0.00,825.76,-825.76,0.00
6697,0.00,818.22,-818.22,0.00
6698,0.00,810.67,-810.67,0.00
6699,0.00,810.67,-810.67,0.00
6700,0.00,810.67,-810.67,0.00
6701,361.33,1088.44,-727.11,33.20
6702,614.25,1388.85,-774.60,44.23
6703,962.36,1711.91,-749.56,56.22
6704,1389.54,2027.42,-637.88,68.54
6705,1849.08,2050.07,-200.98,90.20
6706,2267.71,2050.07,217.64,110.62
6707,2563.11,1764.75,798.36,145.24
6708,2669.89,1727.01,942.88,154.60
6709,2563.11,1711.91,851.20,149.72
6710,2267.71,1727.01,540.70,131.31
6711,1849.08,1742.11,106.98,106.14
6712,1389.54,2027.42,-637.88,68.54
6713,962.36,2312.74,-1350.39,41.61
6714,0.00,2290.10,-2290.10,0.00
6715,0.00,1989.68,-1989.68,0.00
6716,0.00,1689.27,-1689.27,0.00
6717,0.00,1388.85,-1388.85,0.00
6718,0.00,1111.08,-1111.08,0.00
6719,0.00,833.31,-833.31,0.00
6720,0.00,825.76,-825.76,0.00
6721,0.00,818.22,-818.22,0.00
6722,0.00,810.67,-810.67,0.00
6723,0.00,810.67,-810.67,0.00
6724,0.00,810.67,-810.67,0.00
6725,361.03,1088.44,-727.41,33.17
6726,613.74,1388.85,-775.11,44.19
6727,961.56,1711.91,-750.36,56.17
6728,1388.39,2027.42,-639.04,68.48
6729,1847.55,2050.07,-202.52,90.12
6730,2265.83,2050.07,215.76,110.52
6731,2560.98,1764.75,796.23,145.12
6732,2667.67,1727.01,940.66,154.47
6733,2560.98,1711.91,849.06,149.60
6734,2265.83,1727.01,538.82,131.20
6735,1847.55,1742.11,105.44,106.05
6736,1388.39,2027.42,-639.04,68.48
6737,961.56,2312.74,-1351.19,41.58
6738,0.00,2290.10,-2290.10,0.00
6739,0.00,1989.68,-1989.68,0.00
6740,0.00,1689.27,-1689.27,0.00
6741,0.00,1388.85,-1388.85,0.00
6742,0.00,1111.08,-1111.08,0.00
6743,0.00,833.31,-833.31,0.00
6744,0.00,825.76,-825.76,0.00
6745,0.00,818.22,-818.22,0.00
6746,0.00,810.67,-810.67,0.00
6747,0.00,810.67,-810.67,0.00
6748,0.00,810.67,-810.67,0.00
6749,360.73,1088.44,-727.71,33.14
6750,613.23,1388.85,-775.62,44.15
6751,960.76,1711.91,-751.15,56.12
6752,1387.24,2027.42,-640.19,68.42
6753,1846.02,2050.07,-204.05,90.05
6754,2263.95,2050.07,213.88,110.43
6755,2558.86,1764.75,794.11,145.00
6756,2665.46,1727.01,938.45,154.34
6757,2558.86,1711.91,846.94,149.47
6758,2263.95,1727.01,536.94,131.09
6759,1846.02,1742.11,103.91,105.96
6760,1387.24,2027.42,-640.19,68.42
6761,960.76,2312.74,-1351.98,41.54
6762,0.00,2290.10,-2290.10,0.00
6763,0.00,1989.68,-1989.68,0.00
6764,0.00,1689.27,-1689.27,0.00
6765,0.00,1388.85,-1388.85,0.00
6766,0.00,1111.08,-1111.08,0.00
6767,0.00,833.31,-833.31,0.00
6768,0.00,825.76,-825.76,0.00
6769,0.00,818.22,-818.22,0.00
6770,0.00,810.67,-810.67,0.00
6771,0.00,810.67,-810.67,0.00
6772,0.00,810.67,-810.67,0.00
6773,360.43,1088.44,-728.00,33.11
6774,612.73,1388.85,-776.13,44.12
6775,959.97,1711.91,-751.95,56.08
6776,1386.10,2027.42,-641.33,68.37
6777,1844.49,2050.07,-205.57,89.97
6778,2262.08,2050.07,212.02,110.34
6779,2556.75,1764.75,792.00,144.88
6780,2663.26,1727.01,936.25,154.21
6781,2556.75,1711.91,844.83,149.35
6782,2262.08,1727.01,535.08,130.98
6783,1844.49,1742.11,102.39,105.88
6784,1386.10,2027.42,-641.33,68.37
6785,959.97,2312.74,-1352.78,41.51
6786,0.00,2290.10,-2290.10,0.00
6787,0.00,1989.68,-1989.68,0.00
6788,0.00,1689.27,-1689.27,0.00
6789,0.00,1388.85,-1388.85,0.00
6790,0.00,1111.08,-1111.08,0.00
6791,0.00,833.31,-833.31,0.00
6792,0.00,825.76,-825.76,0.00
6793,0.00,818.22,-818.22,0.00
6794,0.00,810.67,-810.67,0.00
6795,0.00,810.67,-810.67,0.00
6796,0.00,810.67,-810.67,0.00
6797,360.14,1088.44,-728.30,33.09
6798,612.23,1388.85,-776.63,44.08
6799,959.18,1711.91,-752.73,56.03
6800,1384.96,2027.42,-642.46,68.31
6801,1842.98,2050.07,-207.09,89.90
6802,2260.23,2050.07,210.16,110.25
6803,2554.65,1764.75,789.90,144.76
6804,2661.08,1727.01,934.07,154.09
6805,2554.65,1711.91,842.74,149.23
6806,2260.23,1727.01,533.22,130.88
6807,1842.98,1742.11,100.88,105.79
6808,1384.96,2027.42,-642.46,68.31
6809,959.18,2312.74,-1353.56,41.47
6810,0.00,2290.10,-2290.10,0.00
6811,0.00,1989.68,-1989.68,0.00
6812,0.00,1689.27,-1689.27,0.00
6813,0.00,1388.85,-1388.85,0.00
6814,0.00,1111.08,-1111.08,0.00
6815,0.00,833.31,-833.31,0.00
6816,0.00,825.76,-825.76,0.00
6817,0.00,818.22,-818.22,0.00
6818,0.00,810.67,-810.67,0.00
6819,0.00,810.67,-810.67,0.00
6820,0.00,810.67,-810.67,0.00
6821,359.84,1088.44,-728.59,33.06
6822,611.73,1388.85,-777.13,44.05
6823,958.40,1711.91,-753.51,55.98
6824,1383.83,2027.42,-643.59,68.26
6825,1841.48,2050.07,-208.59,89.83
6826,2258.39,2050.07,208.32,110.16
6827,2552.57,1764.75,787.82,144.64
6828,2658.91,1727.01,931.91,153.96
6829,2552.57,1711.91,840.66,149.11
6830,2258.39,1727.01,531.38,130.77
6831,1841.48,1742.11,99.38,105.70
6832,1383.83,2027.42,-643.59,68.26
6833,958.40,2312.74,-1354.34,41.44
6834,0.00,2290.10,-2290.10,0.00
6835,0.00,1989.68,-1989.68,0.00
6836,0.00,1689.27,-1689.27,0.00
6837,0.00,1388.85,-1388.85,0.00
6838,0.00,1111.08,-1111.08,0.00
6839,0.00,833.31,-833.31,0.00
6840,0.00,825.76,-825.76,0.00
6841,0.00,818.22,-818.22,0.00
6842,0.00,810.67,-810.67,0.00
6843,0.00,810.67,-810.67,0.00
6844,0.00,810.67,-810.67,0.00
6845,359.55,1088.44,-728.88,33.03
6846,611.23,1388.85,-777.62,44.01
6847,957.62,1711.91,-754.29,55.94
6848,1382.71,2027.42,-644.71,68.20
6849,1839.99,2050.07,-210.08,89.75
6850,2256.56,2050.07,206.49,110.07
6851,2550.51,1764.75,785.76,144.53
6852,2656.76,1727.01,929.75,153.84
6853,2550.51,1711.91,838.59,148.99
6854,2256.56,1727.01,529.55,130.66
6855,1839.99,1742.11,97.89,105.62
6856,1382.71,2027.42,-644.71,68.20
6857,957.62,2312.74,-1355.12,41.41
6858,0.00,2290.10,-2290.10,0.00
6859,0.00,1989.68,-1989.68,0.00
6860,0.00,1689.27,-1689.27,0.00
6861,0.00,1388.85,-1388.85,0.00
6862,0.00,1111.08,-1111.08,0.00
6863,0.00,833.31,-833.31,0.00
6864,0.00,825.76,-825.76,0.00
6865,0.00,818.22,-818.22,0.00
6866,0.00,810.67,-810.67,0.00
6867,0.00,810.67,-810.67,0.00
6868,0.00,810.67,-810.67,0.00
6869,359.26,1088.44,-729.17,33.01
6870,610.74,1388.85,-778.11,43.97
6871,956.85,1711.91,-755.06,55.89
6872,1381.60,2027.42,-645.82,68.15
6873,1838.51,2050.07,-211.56,89.68
6874,2254.75,2050.07,204.68,109.98
6875,2548.46,1764.75,783.71,144.41
6876,2654.63,1727.01,927.62,153.71
6877,2548.46,1711.91,836.54,148.87
6878,2254.75,1727.01,527.74,130.56
6879,1838.51,1742.11,96.41,105.53
6880,1381.60,2027.42,-645.82,68.15
6881,956.85,2312.74,-1355.89,41.37
6882,0.00,2290.10,-2290.10,0.00
6883,0.00,1989.68,-1989.68,0.00
6884,0.00,1689.27,-1689.27,0.00
6885,0.00,1388.85,-1388.85,0.00
6886,0.00,1111.08,-1111.08,0.00
6887,0.00,833.31,-833.31,0.00
6888,0.00,825.76,-825.76,0.00
6889,0.00,818.22,-818.22,0.00
6890,0.00,810.67,-810.67,0.00
6891,0.00,810.67,-810.67,0.00
6892,0.00,810.67,-810.67,0.00
6893,358.98,1088.44,-729.46,32.98
6894,610.25,1388.85,-778.60,43.94
6895,956.09,1711.91,-755.82,55.85
6896,1380.50,2027.42,-646.93,68.09
6897,1837.04,2050.07,-213.02,89.61
6898,2252.95,2050.07,202.88,109.90
6899,2546.42,1764.75,781.67,144.29
6900,2652.51,1727.01,925.50,153.59
6901,2546.42,1711.91,834.51,148.75
6902,2252.95,1727.01,525.94,130.45
6903,1837.04,1742.11,94.94,105.45
6904,1380.50,2027.42,-646.93,68.09
6905,956.09,2312.74,-1356.65,41.34
6906,0.00,2290.10,-2290.10,0.00
6907,0.00,1989.68,-1989.68,0.00
6908,0.00,1689.27,-1689.27,0.00
6909,0.00,1388.85,-1388.85,0.00
6910,0.00,1111.08,-1111.08,0.00
6911,0.00,833.31,-833.31,0.00
6912,0.00,825.76,-825.76,0.00
6913,0.00,818.22,-818.22,0.00
6914,0.00,810.67,-810.67,0.00
6915,0.00,810.67,-810.67,0.00
6916,0.00,810.67,-810.67,0.00
6917,358.69,1088.44,-729.75,32.95
6918,609.77,1388.85,-779.08,43.90
6919,955.33,1711.91,-756.58,55.80
6920,1379.40,2027.42,-648.02,68.04
6921,1835.59,2050.07,-214.48,89.54
6922,2251.16,2050.07,201.09,109.81
6923,2544.40,1764.75,779.65,144.18
6924,2650.40,1727.01,923.39,153.47
6925,2544.40,1711.91,832.49,148.63
6926,2251.16,1727.01,524.15,130.35
6927,1835.59,1742.11,93.48,105.37
6928,1379.40,2027.42,-648.02,68.04
6929,955.33,2312.74,-1357.41,41.31
6930,0.00,2290.10,-2290.10,0.00
6931,0.00,1989.68,-1989.68,0.00
6932,0.00,1689.27,-1689.27,0.00
6933,0.00,1388.85,-1388.85,0.00
6934,0.00,1111.08,-1111.08,0.00
6935,0.00,833.31,-833.31,0.00
6936,0.00,825.76,-825.76,0.00
6937,0.00,818.22,-818.22,0.00
6938,0.00,810.67,-810.67,0.00
6939,0.00,810.67,-810.67,0.00
6940,0.00,810.67,-810.67,0.00
6941,358.41,1088.44,-730.03,32.93
6942,609.29,1388.85,-779.56,43.87
6943,954.58,1711.91,-757.33,55.76
6944,1378.32,2027.42,-649.11,67.98
6945,1834.14,2050.07,-215.92,89.47
6946,2249.39,2050.07,199.32,109.72
6947,2542.40,1764.75,777.65,144.07
6948,2648.32,1727.01,921.31,153.35
6949,2542.40,1711.91,830.49,148.51
6950,2249.39,1727.01,522.38,130.25
6951,1834.14,1742.11,92.04,105.28
6952,1378.32,2027.42,-649.11,67.98
6953,954.58,2312.74,-1358.16,41.27
6954,0.00,2290.10,-2290.10,0.00
6955,0.00,1989.68,-1989.68,0.00
6956,0.00,1689.27,-1689.27,0.00
6957,0.00,1388.85,-1388.85,0.00
6958,0.00,1111.08,-1111.08,0.00
6959,0.00,833.31,-833.31,0.00
6960,0.00,825.76,-825.76,0.00
6961,0.00,818.22,-818.22,0.00
6962,0.00,810.67,-810.67,0.00
6963,0.00,810.67,-810.67,0.00
6964,0.00,810.67,-810.67,0.00
6965,358.13,1088.44,-730.31,32.90
6966,608.81,1388.85,-780.04,43.84
6967,953.84,1711.91,-758.08,55.72
6968,1377.24,2027.42,-650.18,67.93
6969,1832.71,2050.07,-217.36,89.40
6970,2247.64,2050.07,197.57,109.64
6971,2540.42,1764.75,775.67,143.95
6972,2646.25,1727.01,919.24,153.23
6973,2540.42,1711.91,828.50,148.40
6974,2247.64,1727.01,520.63,130.15
6975,1832.71,1742.11,90.61,105.20
6976,1377.24,2027.42,-650.18,67.93
6977,953.84,2312.74,-1358.91,41.24
6978,0.00,2290.10,-2290.10,0.00
6979,0.00,1989.68,-1989.68,0.00
6980,0.00,1689.27,-1689.27,0.00
6981,0.00,1388.85,-1388.85,0.00
6982,0.00,1111.08,-1111.08,0.00
6983,0.00,833.31,-833.31,0.00
6984,0.00,825.76,-825.76,0.00
6985,0.00,818.22,-818.22,0.00
6986,0.00,810.67,-810.67,0.00
6987,0.00,810.67,-810.67,0.00
6988,0.00,810.67,-810.67,0.00
6989,357.85,1088.44,-730.58,32.88
6990,608.34,1388.85,-780.51,43.80
6991,953.10,1711.91,-758.82,55.67
6992,1376.18,2027.42,-651.25,67.88
6993,1831.29,2050.07,-218.77,89.33
6994,2245.90,2050.07,195.83,109.55
6995,2538.45,1764.75,773.70,143.84
6996,2644.20,1727.01,917.19,153.11
6997,2538.45,1711.91,826.54,148.28
6998,2245.90,1727.01,518.89,130.05
6999,1831.29,1742.11,89.19,105.12
7000,1376.18,2027.42,-651.25,67.88
7001,953.10,2312.74,-1359.65,41.21
7002,0.00,2290.10,-2290.10,0.00
7003,0.00,1989.68,-1989.68,0.00
7004,0.00,1689.27,-1689.27,0.00
7005,0.00,1388.85,-1388.85,0.00
7006,0.00,1111.08,-1111.08,0.00
7007,0.00,833.31,-833.31,0.00
7008,0.00,825.76,-825.76,0.00
7009,0.00,818.22,-818.22,0.00
7010,0.00,810.67,-810.67,0.00
7011,0.00,810.67,-810.67,0.00
7012,0.00,810.67,-810.67,0.00
7013,357.58,1088.44,-730.86,32.85
7014,607.88,1388.85,-780.98,43.77
7015,952.37,1711.91,-759.55,55.63
